BookId,Titles,Urls,Authors
2010-14-1,EDITORIAL: Special Issue: Intelligent Vehicle Navigation (Part 2),https://www.tandfonline.com/doi/full/10.1080/15472450903385973," Mohammed A. Quddus , Washington Y. Ochieng , Hongchao Liu "
2010-14-1,"Intelligent Geolocalization in Urban Areas Using Global Positioning Systems, Three-Dimensional Geographic Information Systems, and Vision",https://www.tandfonline.com/doi/full/10.1080/15472450903385999," Cindy Cappelle , Maan El Badaoui El Najjar , Denis Pomorski , Fran??ois Charpillet "
2010-14-1,Methods to Detect Road Features for Video-Based In-Vehicle Navigation Systems,https://www.tandfonline.com/doi/full/10.1080/15472450903386005," Kyoung-Ho Choi , Soon-Young Park , Seong-Hoon Kim , Ki-Sung Lee , Jeong-Ho Park , Seong-Ik Cho , Jong-Hyun Park "
2010-14-1,Development and Application of an Enhanced Kalman Filter and Global Positioning System Error-Correction Approach for Improved Map-Matching,https://www.tandfonline.com/doi/full/10.1080/15472450903386013," Hao Xu , Hongchao Liu , Chin-Woo Tan , Yuanlu Bao "
2010-14-1,Defining a Freeway Mobility Index for Roadway Navigation,https://www.tandfonline.com/doi/full/10.1080/15472450903386021," Weihua Zhu , Kanok Boriboonsomsin , Matthew Barth "
2010-14-2,15th Intelligent Transportation Systems World Congress,https://www.tandfonline.com/doi/full/10.1080/15472451003738194, Mashrur Chowdhury 
2010-14-2,Performance Evaluation of Travel-Time Estimation Methods for Real-Time Traffic Applications,https://www.tandfonline.com/doi/full/10.1080/15472451003719699," Xuegang Jeff Ban , Yuwei Li , Alexander Skabardonis , J. D. Margulici "
2010-14-2,Multiclass Cell Transmission Model for Heterogeneous Mobility in General Topology of Road Network,https://www.tandfonline.com/doi/full/10.1080/15472451003719715," Kamonthep Tuerprasert , Chaodit Aswakul "
2010-14-2,An Investigation of the Application of Stratified Sampling in Probe-Based Traffic-Monitoring Systems,https://www.tandfonline.com/doi/full/10.1080/15472451003719723," Hema Tanikella , Brian L. Smith "
2010-14-2,Optimization of Control Parameters for Adaptive Traffic-Actuated Signal Control,https://www.tandfonline.com/doi/full/10.1080/15472451003719756," Xing Zheng , Will Recker , Lianyu Chu "
2010-14-2,Comparative Evaluation of Adaptive Traffic Control System Assessments Through Field and Microsimulation,https://www.tandfonline.com/doi/full/10.1080/15472451003719764," Cameron Kergaye , Aleksandar Stevanovic , Peter T. Martin "
2010-14-3,"Editorial: Transport, Risk, and Individual Choices",https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484737," Andr?? De Palma , Nathalie Picard "
2010-14-3,Transport Infrastructure Investment and Demand Uncertainty,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484740," Stef Proost , Saskia van der Loo "
2010-14-3,Flexibility of Transport Choice in a Real-Option Setting: An Experimental Case Study,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484742," Laurent Denant-Bo??mont , Sabrina Hammiche "
2010-14-3,The Value of Travel Information: A Search-Theoretic Approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484746," Caspar G. Chorus , Joan L. Walker , Moshe E. Ben-Akiva "
2010-14-3,Attitude Toward Risk of Time Loss in Travel Activity and Air Route Choices,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484749, M. De Lapparent 
2010-14-3,A Moment of Time: Reliability in Route Choice Using Stated Preference,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484751," Nebiyou Y. Tilahun , David M. Levinson "
2010-14-3,Risk-Averse Autonomous Route Guidance by a Constrained A* Search,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.484753," Yanyan Chen , Michael G. H. Bell , Klaus Bogenberger "
2010-14-4,The Impact of a Congestion Assistant on Traffic Flow Efficiency and Safety in Congested Traffic Caused by a Lane Drop,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.516226," Cornelie J. G. Van Driel , Bart Van Arem "
2010-14-4,A Hybrid Tree Approach to Modeling Alternate Route Choice Behavior With Online Information,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.516229," Chanyoung Lee , Bin Ran , Fan Yang , Wei-Yin Loh "
2010-14-4,Optimal Assignment of Emergency Response Service Units With Time-Dependent Service Demand and Travel Time,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.516232," Ruey Long Cheu , Hao Lei , Raed Aldouri "
2010-14-4,Trip Travel-Time Reliability: Issues and Proposed Solutions,https://www.tandfonline.com/doi/full/10.1080/15472450.2010.517477," Hesham Rakha , Ihab El-Shawarby , Mazen Arafeh "
2011-15-1,Bayesian Models for Reidentification of Trucks Over Long Distances on the Basis of Axle Measurement Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.544571," Mecit Cetin , Christopher M. Monsere , Andrew P. Nichols "
2011-15-1,Expert Knowledge-Guided Travel Demand Estimation: Neuro-Fuzzy Approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.544576," Seyedehsan Seyedabrishami , Yousef Shafahi "
2011-15-1,A Geographic Information System-Based Real-Time Decision Support Framework for Routing Vehicles Carrying Hazardous Materials,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.544584," Minseok Kim , Elise Miller-Hooks , Rahul Nair "
2011-15-1,Effect of Pavement Marking Retroreflectivity on the Performance of Vision-Based Lane Departure Warning Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.544587," Mohammed Hadi , Prasoon Sinha "
2011-15-1,Two Simplified Intelligent Transportation System-Based Lane Management Strategies for Short-Term Work Zones,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.544589," Rami Harb , Essam Radwan , Mohamed Abdel-Aty , Xiaogang Su "
2011-15-2,Large-Scale Freeway Network Traffic Monitoring: A Map-Matching Algorithm Based on Low-Logging Frequency GPS Probe Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.570103," Wei Wang , Jing Jin , Bin Ran , Xiucheng Guo "
2011-15-2,An Integrated Framework to Predict Bus Travel Time and Its Variability Using Traffic Flow Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.570109," Ehsan Mazloumi , Geoff Rose , Graham Currie , Majid Sarvi "
2011-15-2,Operation Analysis of the Electronic Screening System at a Commercial Vehicle Weigh Station,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.570111," Jinwoo Lee , Garland Chow "
2011-15-2,A Multistep Corridor Travel-Time Prediction Method Using Presence-Type Vehicle Detector Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.570114," Jingxin Xia , Mei Chen , Wei Huang "
2011-15-3,An Optimal Investment Scheduling Framework for Intelligent Transportation Systems Architecture,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.594669," Faramak Zandi , Madjid Tavana "
2011-15-3,Intelligent Distributed Surveillance System for People Reidentification in a Transportation Environment,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.594672," Dung Nghi Truong Cong , Louahdi Khoudour , Catherine Achard , Jean-Luc Bruyelle "
2011-15-3,Wireless Communication Alternatives for Intelligent Transportation Systems: A Case Study,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.594681," Yan Zhou , Glenn Hamilton Evans Jr. , Mashrur Chowdhury , Kuang-Ching Wang , Ryan Fries "
2011-15-3,Effect of Transport Models on Connectivity of Interbus Communication Networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.594691," Ivan Wang-Hei Ho , Robin J. North , John W. Polak , Kin K. Leung "
2011-15-4,An Optimized Content Replication and Distribution Framework for Vehicular Networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.620474," Luca Caviglione , Cristiano Cervellera "
2011-15-4,Synthetic Fuzzy Evaluation Method of Trajectory Similarity in Map-Matching,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.620478," Diange Yang , Tao Zhang , Jiangtao Li , Xiaomin Lian "
2011-15-4,Link Flow Estimation in Traffic Networks on the Basis of Link Flow Observations,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.620487," Enrique Castillo , Inmaculada Gallego , Jos?? Mar??a Men??ndez , Pilar Jim??nez "
2011-15-4,A Quasi-Dynamic Robust Control Scheme for Signalized Intersections,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.620490," Wei-Hua Lin , Hong K. Lo , Lin Xiao "
2011-15-4,Editorial Board EOV,https://www.tandfonline.com/doi/full/10.1080/15472450.2011.625316," Ana L. C. Bazzan , M. de Brito do Amarante , F. B. Da Costa "
2012-16-1,Management of Demand and Routing in Autonomous Personal Transportation,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.639635," Yang Cheng , Xiao Qin , Jing Jin , Bin Ran "
2012-16-1,An Exploratory Shockwave Approach to Estimating Queue Length Using Probe Trajectories,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.639637," Sara Moridpour , Majid Sarvi , Geoff Rose , Ehsan Mazloumi "
2012-16-1,Lane-Changing Decision Model for Heavy Vehicle Drivers,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.639640, Andreas Tapani 
2012-16-1,Vehicle Trajectory Effects of Adaptive Cruise Control,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.639641," Hamideh Etemadnia , Khaled Abdelghany , Salim Hariri "
2012-16-2,Toward an Autonomic Architecture for Real-Time Traffic Network Management,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.671706," Jing-Quan Li , Kun Zhou , Liping Zhang , Wei-Bin Zhang "
2012-16-2,A Multimodal Trip Planning System With Real-Time Traffic and Transit Information,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.671708," Swaroop Darbha , Woosuk Choi "
2012-16-2,A Methodology for Assessing the Benefits of Coordination on the Safety of Vehicles,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.671709," Patikhom Cheevarunothai , Guohui Zhang , Jianyang Zheng , Yinhai Wang , Shi An "
2012-16-2,Using Precise Time Offset to Improve Freeway Vehicle Delay Estimates,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.671711," Jose Luis Espinosa-Aranda , Ricardo Garc??a-R??denas "
2012-16-2,A Discrete Event-Based Simulation Model for Real-Time Traffic Management in Railways,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.671713," Eleni I. Vlahogianni , Matthew G. Karlaftis , Foteini P. Orfanou "
2012-16-3,Modeling the Effects of Weather and Traffic on the Risk of Secondary Incidents,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.688384," Jun-Seok Oh , Hyunmyung Kim , R. Jayakrishnan "
2012-16-3,Tourist Activity Simulation Model for Assessing Real-Time Tour Information Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.688388," Hany M. Hassan , Mohamed A. Abdel-Aty , Keechoo Choi , Saad A. Algadhi "
2012-16-3,Driver Behavior and Preferences for Changeable Message Signs and Variable Speed Limits in Reduced Visibility Conditions,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.691842," Nagendra R. Velaga , Mohammed A. Quddus , Abigail L. Bristow "
2012-16-3,Improving the Performance of a Topological Map-Matching Algorithm Through Error Detection and Correction,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.691852," Weihao Yin , Pamela Murray-Tuite , Hesham Rakha "
2012-16-3,Imputing Erroneous Data of Single-Station Loop Detectors for Nonincident Conditions: Comparison Between Temporal and Spatial Methods,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.694788," Jeffrey S. Hickman , Feng Guo , Richard J. Hanowski , Richard Bishop , Gene Bergoffen , Dan Murray "
2012-16-4,Safety Benefits of Speed Limiters in Commercial Motor Vehicles Using Carrier-Collected Crash Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.704340," Yunteng Lao , Guohui Zhang , Jonathan Corey , Yinhai Wang "
2012-16-4,Gaussian Mixture Model-Based Speed Estimation and Vehicle Classification Using Single-Loop Measurements,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.706196," Gideon Mbiydzenyuy , Jan A. Persson , Paul Davidsson "
2012-16-4,Optimization Analysis of Multiservice Architecture Concepts in Road Transport Telematics,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.710159," Yichang Tsai , Thibaut Dusanter , Yiching Wu , Chengbo Ai , Quentin Ca??tucoli "
2012-16-4,Automatic Truck Processing Time Extraction at Marine Container Terminal Gates Using Low-Frame-Rate Images,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.710156," Bin Ran , Peter J. Jin , David Boyce , Tony Z. Qiu , Yang Cheng "
2012-16-4,Perspectives on Future Transportation Research: Impact of Intelligent Transportation System Technologies on Next-Generation Transportation Modeling,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.710158," Konstantina Gkritza , Matthew G. Karlaftis "
2012-16-4,EOV Editorial Board,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.728083," Jorge Bandeira , Tiago G. Almeida , Asad J. Khattak , Nagui M. Rouphail , Margarida C. Coelho "
2013-17-1,Intelligent Transportation Systems Applications for the Environment and Energy Conservation (Part 1),https://www.tandfonline.com/doi/full/10.1080/15472450.2013.747826," Liya Guo , Shan Huang , Adel W. Sadek "
2013-17-1,Generating Emissions Information for Route Selection: Experimental Monitoring and Routes Characterization,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.706197," Haitao Xia , Kanok Boriboonsomsin , Matthew Barth "
2013-17-1,An Evaluation of Environmental Benefits of Time-Dependent Green Routing in the Greater Buffalo?€?Niagara Region,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.704336," Enjian Yao , Yuanyuan Song "
2013-17-1,Dynamic Eco-Driving for Signalized Arterial Corridors and Its Indirect Network-Wide Energy/Emissions Benefits,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.712494," Sushant Sharma , Sabyasachee Mishra "
2013-17-1,Study on Eco-Route Planning Algorithm and Environmental Impact Assessment,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.747822," Luc Wismans , Eric Van Berkum , Michiel Bliemer "
2013-17-1,Intelligent Transportation Systems-Enabled Optimal Emission Pricing Models for Reducing Carbon Footprints in a Bimodal Network,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.708618," F. Soriguera , J. M. Torn?? , D. Rosas "
2013-17-1,Effects of Optimizing Externalities Using Cooperating Dynamic Traffic Management Measures on Network Level,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716639," Rami Puzis , Yaniv Altshuler , Yuval Elovici , Shlomo Bekhor , Yoram Shiftan , Alex (Sandy) Pentland "
2013-17-1,Assessment of Dynamic Speed Limit Management on Metropolitan Freeways,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.719455," Ali Haghani , Masoud Hamedi "
2013-17-1,Augmented Betweenness Centrality for Environmentally Aware Traffic Monitoring in Transportation Networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716663," Montasir Abbas , Lakshmi Rajasekhar , Asmita Gharat , John Paul Dunning "
2013-17-2,"Application of Bluetooth Technology in Traffic Detection, Surveillance, and Traffic Management",https://www.tandfonline.com/doi/full/10.1080/15472450.2013.786960," J. Barcel?? , L. Montero , M. Bullejos , O. Serch , C. Carmona "
2013-17-2,Microscopic Modeling of Control Delay at Signalized Intersections Based on Bluetooth Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.784653," J. David Porter , David S. Kim , Mario E. Maga??a , Panupat Poocharoen , Carlos Antar Gutierrez Arriaga "
2013-17-2,A Kalman Filter Approach for Exploiting Bluetooth Traffic Data When Estimating Time-Dependent OD Matrices,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.764793," Chris Bachmann , Matthew J. Roorda , Baher Abdulhai , Behzad Moshiri "
2013-17-2,Antenna Characterization for Bluetooth-Based Travel Time Data Collection,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.696452," Wenxin Qiao , Ali Haghani , Masoud Hamedi "
2013-17-2,Fusing a Bluetooth Traffic Monitoring System With Loop Detector Data for Improved Freeway Traffic Speed Estimation,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.696449," Konstantina Gkritza , Matthew G. Karlaftis "
2013-17-2,A Nonparametric Model for Short-Term Travel Time Prediction Using Bluetooth Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.748555," Shin-Ting (Cindy) Jeng , K. S. Nesamani , Stephen G. Ritchie "
2013-17-3,Intelligent Transportation Systems Applications for the Environment and Energy Conservation (Part 2),https://www.tandfonline.com/doi/full/10.1080/15472450.2013.814338," Alexander Skabardonis , Nikolas Geroliminis , Eleni Christofa "
2013-17-3,A New Approach to Estimate Vehicle Emissions Using Inductive Loop Detector Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.712495," Jinpeng Lv , Yunlong Zhang , Joe Zietsman "
2013-17-3,Prediction of Vehicle Activity for Emissions Estimation Under Oversaturated Conditions Along Signalized Arterials,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.704338," Mo Zhao , Anuj Sharma , Dave G. Bernt , Joshua A. Meyer , Benjamin Dickey , Scott Rosenbaugh , Elizabeth Jones , Laurence Rilett "
2013-17-3,Investigating Emission Reduction Benefit From Intersection Signal Optimization,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716670," Steven Lavrenz , Konstantina Gkritza "
2013-17-3,Economic Analysis of Using a Renewable Wind Power System at a Signalized Intersection,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716641," A. Garc??a-??lvarez , P. J. P??rez-Mart??nez , I. Gonz??lez-Franco "
2013-17-3,Environmental and Energy Impacts of Automated Electric Highway Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716651," Arne H??ltl , Stefan Trommer "
2013-17-3,Energy Consumption and Carbon Dioxide Emissions in Rail and Road Freight Transport in Spain: A Case Study of Car Carriers and Bulk Petrochemicals,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.719456," Pradeep Rayaprolu , Sherif Ishak , Yan Qi , Brian Wolshon "
2013-17-3,Driver Assistance Systems for Transport System Efficiency: Influencing Factors on User Acceptance,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.716646," Rodrigo C. Carlson , Ioannis Papamichail , Markos Papageorgiou "
2013-17-4,Operational Assessment of Joint and Conventional Lane Merge Configurations for Freeway Work Zones,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.707052," Wanjing Ma , Yue Liu , Xiaoguang Yang "
2013-17-4,Comparison of Local Feedback Controllers for the Mainstream Traffic Flow on Freeways Using Variable Speed Limits,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.721330," Bart Saerens , Hesham Rakha , Kyoungho Ahn , Eric Van Den Bulck "
2013-17-4,A Dynamic Programming Approach for Optimal Signal Priority Control Upon Multiple High-Frequency Bus Requests,https://www.tandfonline.com/doi/full/10.1080/15472450.2012.729380," Jianyang Zheng , Xiaolei Ma , Yao-Jan Wu , Yinhai Wang "
2013-17-4,Assessment of Alternative Polynomial Fuel Consumption Models for Use in Intelligent Transportation Systems Applications,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.764801," Dali Wei , Hongchao Liu "
2013-17-4,Measuring Signalized Intersection Performance in Real-Time With Traffic Sensors,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.771105," Enrique Castillo , Mar??a Nogal , Aida Calvi??o , Ana Rivas , Hong K. Lo "
2013-17-4,An Adaptive-Margin Support Vector Regression for Short-Term Traffic Flow Forecast,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.771107," Francesco Viti , Chris Tamp??re "
2013-17-4,A Model for Continuous Dynamic Network Loading Problem with Different Overtaking Class Users,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.842106," Chiara Colombaroni , Gaetano Fusco "
2013-17-4,EOV Editorial Board,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.868764," Luc Wismans , Eric Van Berkum , Michiel Bliemer "
2014-18-1,Editorial: Models and Technologies for Intelligent Transportation Systems: New Challenges and Metaheuristic Solutions for Large-Scale Network Applications,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.774678," Gennaro Nicola Bifulco , Giulio Erberto Cantarella , Fulvio Simonelli "
2014-18-1,Artificial Neural Network Models for Car Following: Experimental Analysis and Calibration Issues,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.801717," Yufei Yuan , Hans Van Lint , Femke Van Wageningen-Kessels , Serge Hoogendoorn "
2014-18-1,Acceleration of Solving the Dynamic Multi-Objective Network Design Problem Using Response Surface Methods,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.773250," Rodric Frederix , Francesco Viti , Willem W. E. Himpe , Chris M. J. Tamp??re "
2014-18-1,Design of Signal Setting and Advanced Traveler Information Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.802156," Willem W. E. Himpe , Chris M. J. Tamp??re , Bieke Moelans "
2014-18-1,Network-Wide Traffic State Estimation Using Loop Detector and Floating Car Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.773225," Fangfang Zheng , Henk Van Zuylen "
2014-18-1,Dynamic Origin?€?Destination Matrix Estimation on Large-Scale Congested Networks Using a Hierarchical Decomposition Scheme,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.773249," Giovanni Luca Giacco , Andrea D?€?Ariano , Dario Pacciarelli "
2014-18-1,A Parsimonious Method for Offline Freeway Travel Time Estimation From Sectional Speed Detectors,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.802152," Francesco Corman , Andrea D?€?Ariano , Ingo A. Hansen "
2014-18-1,The Development and Calibration of a Model for Urban Travel Time Distributions,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.802155," Giovanni Andreatta , Lorenzo Capanna , Luigi De Giovanni , Michele Monaci , Luca Righi "
2014-18-1,Rolling Stock Rostering Optimization Under Maintenance Constraints,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.801712,"Manwo Ng,Kanthimathi Sathasivan"
2014-18-1,Evaluating Disturbance Robustness of Railway Schedules,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.801714,"Benjamin Coifman,Srikanth Neelisetty"
2014-18-1,Efficiency and Robustness in a Support Platform for Intelligent Airport Ground Handling,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.802160,"Mark Richard Wilby,Juan Jos?? Vinagre D??az,Ana Bel??n Rodr??guez Gonz??lez,Miguel ??ngel Sotelo"
2014-18-2,Probabilistic Modeling of Erroneous Human Response to In-Vehicle Route Guidance Systems: A First Look,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.785327,"Rui Guo,Yu Zhang"
2014-18-2,Improved Speed Estimation From Single-Loop Detectors With High Truck Flow,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.801708,"Fumitaka Kurauchi,Toshio Yoshii"
2014-18-2,Lightweight Occupancy Estimation on Freeways Using Extended Floating Car Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.801711,"Bi Yu Chen,William H. K. Lam,Agachai Sumalee,Qingquan Li,Mei Lam Tam"
2014-18-2,Identifying Time-of-Day Breakpoints Based on Nonintrusive Data Collection Platforms,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.802151,"JinYoung Kim,Fumitaka Kurauchi,Nobuhiro Uno,Takeshi Hagihara,Takehiko Daito"
2014-18-2,Special Section on Dynamic Traffic Assignment: A Tool for Evaluating and Assessing Dynamic Traffic Management Schemes,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.823822,"Gunnar Fl??tter??d,Ronghui Liu"
2014-18-2,Reliable Shortest Path Problems in Stochastic Time-Dependent Networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.806851,"Mitsuhisa Tanaka,Nobuhiro Uno,Yasuhiro Shiomi,Yoongho Ahn"
2014-18-2,Using Electronic Toll Collection Data to Understand Traffic Demand,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.806858,"Samah El-Tantawy,Baher Abdulhai,Hossam Abdelgawad"
2014-18-2,Disaggregate Path Flow Estimation in an Iterated Dynamic Traffic Assignment Microsimulation,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.806854,"Qi Wang,Zhiheng Li,Li Li"
2014-18-2,Experimental Study of Effects of Travel Time Distribution Information on Dynamic Route Choice Behavior,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.806847,"Runze Yu,Yunteng Lao,Xiaolei Ma,Yinhai Wang"
2014-18-3,Design of Reinforcement Learning Parameters for Seamless Application of Adaptive Traffic Signal Control,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.810991,"Young-Ji Byon,Steve Liang"
2014-18-3,Investigation of Discretionary Lane-Change Characteristics Using Next-Generation Simulation Data Sets,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.810994,"Xin Zhang,Gang-Len Chang"
2014-18-3,Short-Term Traffic Flow Forecasting for Freeway Incident-Induced Delay Estimation,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.824757,"Hassan A. Karimi,Duangduen Asavasuthirakul"
2014-18-3,Real-Time Transportation Mode Detection Using Smartphones and Artificial Neural Networks: Performance Comparisons Between Smartphones and Conventional Global Positioning System Sensors,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.824762,"Gon??alo Homem De Almeida Correia,Diana Ramos Jorge,David Marques Antunes"
2014-18-3,An Optimization Model for Guiding Pedestrian?€?Vehicle Mixed Flows During an Emergency Evacuation,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.824763,"Chung-Cheng Lu,Xuesong Zhou"
2014-18-3,A Novel Optimal Routing for Navigation Systems/Services Based on Global Navigation Satellite System Quality of Service,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.836927,W. Y. Szeto
2014-18-3,"The Added Value of Accounting For Users?€? Flexibility and Information on the Potential of a Station-Based One-Way Car-Sharing System: An Application in Lisbon, Portugal",https://www.tandfonline.com/doi/full/10.1080/15472450.2013.836928,"Rodrigo Mesa-Arango,Satish V. Ukkusuri"
2014-18-3,Short-Term Highway Traffic State Prediction Using Structural State Space Models,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.836929,"Ye Tian,Yi-Chang Chiu"
2014-18-4,Dynamic Modeling for Intelligent Transportation System Applications,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.834770,"Yu-Chiun Chiou,Lawrence W. Lan,Chun-Ming Tseng"
