,paper_id,author_name,year,journal
0,15472450903385999, Cindy Cappelle ,2010,jits
1,15472450903385999, Maan El Badaoui El Najjar ,2010,jits
2,15472450903385999, Denis Pomorski ,2010,jits
3,15472450903385999, François Charpillet ,2010,jits
4,15472450903386005, Kyoung-Ho Choi ,2010,jits
5,15472450903386005, Soon-Young Park ,2010,jits
6,15472450903386005, Seong-Hoon Kim ,2010,jits
7,15472450903386005, Ki-Sung Lee ,2010,jits
8,15472450903386005, Jeong-Ho Park ,2010,jits
9,15472450903386005, Seong-Ik Cho ,2010,jits
10,15472450903386005, Jong-Hyun Park ,2010,jits
11,15472450903386013, Hao Xu ,2010,jits
12,15472450903386013, Hongchao Liu ,2010,jits
13,15472450903386013, Chin-Woo Tan ,2010,jits
14,15472450903386013, Yuanlu Bao ,2010,jits
15,15472451003719699, Xuegang Jeff Ban ,2010,jits
16,15472451003719699, Yuwei Li ,2010,jits
17,15472451003719699, Alexander Skabardonis ,2010,jits
18,15472451003719699, J. D. Margulici ,2010,jits
19,15472451003719715, Kamonthep Tuerprasert ,2010,jits
20,15472451003719715, Chaodit Aswakul ,2010,jits
21,15472451003719723, Hema Tanikella ,2010,jits
22,15472451003719723, Brian L. Smith ,2010,jits
23,15472451003719756, Xing Zheng ,2010,jits
24,15472451003719756, Will Recker ,2010,jits
25,15472451003719756, Lianyu Chu ,2010,jits
26,15472451003719764, Cameron Kergaye ,2010,jits
27,15472451003719764, Aleksandar Stevanovic ,2010,jits
28,15472451003719764, Peter T. Martin ,2010,jits
29,15472450.2010.484740, Stef Proost ,2010,jits
30,15472450.2010.484740, Saskia van der Loo ,2010,jits
31,15472450.2010.484742, Laurent Denant-Boèmont ,2010,jits
32,15472450.2010.484742, Sabrina Hammiche ,2010,jits
33,15472450.2010.484746, Caspar G. Chorus ,2010,jits
34,15472450.2010.484746, Joan L. Walker ,2010,jits
35,15472450.2010.484746, Moshe E. Ben-Akiva ,2010,jits
36,15472450.2010.484749, M. De Lapparent ,2010,jits
37,15472450.2010.484751, Nebiyou Y. Tilahun ,2010,jits
38,15472450.2010.484751, David M. Levinson ,2010,jits
39,15472450.2010.484753, Yanyan Chen ,2010,jits
40,15472450.2010.484753, Michael G. H. Bell ,2010,jits
41,15472450.2010.484753, Klaus Bogenberger ,2010,jits
42,15472450.2010.516226, Cornelie J. G. Van Driel ,2010,jits
43,15472450.2010.516226, Bart Van Arem ,2010,jits
44,15472450.2010.516229, Chanyoung Lee ,2010,jits
45,15472450.2010.516229, Bin Ran ,2010,jits
46,15472450.2010.516229, Fan Yang ,2010,jits
47,15472450.2010.516229, Wei-Yin Loh ,2010,jits
48,15472450.2010.516232, Ruey Long Cheu ,2010,jits
49,15472450.2010.516232, Hao Lei ,2010,jits
50,15472450.2010.516232, Raed Aldouri ,2010,jits
51,15472450.2010.517477, Hesham Rakha ,2010,jits
52,15472450.2010.517477, Ihab El-Shawarby ,2010,jits
53,15472450.2010.517477, Mazen Arafeh ,2010,jits
54,15472450.2011.544571, Mecit Cetin ,2011,jits
55,15472450.2011.544571, Christopher M. Monsere ,2011,jits
56,15472450.2011.544571, Andrew P. Nichols ,2011,jits
57,15472450.2011.544576, Seyedehsan Seyedabrishami ,2011,jits
58,15472450.2011.544576, Yousef Shafahi ,2011,jits
59,15472450.2011.544584, Minseok Kim ,2011,jits
60,15472450.2011.544584, Elise Miller-Hooks ,2011,jits
61,15472450.2011.544584, Rahul Nair ,2011,jits
62,15472450.2011.544587, Mohammed Hadi ,2011,jits
63,15472450.2011.544587, Prasoon Sinha ,2011,jits
64,15472450.2011.544589, Rami Harb ,2011,jits
65,15472450.2011.544589, Essam Radwan ,2011,jits
66,15472450.2011.544589, Mohamed Abdel-Aty ,2011,jits
67,15472450.2011.544589, Xiaogang Su ,2011,jits
68,15472450.2011.570103, Wei Wang ,2011,jits
69,15472450.2011.570103, Jing Jin ,2011,jits
70,15472450.2011.570103, Bin Ran ,2011,jits
71,15472450.2011.570103, Xiucheng Guo ,2011,jits
72,15472450.2011.570109, Ehsan Mazloumi ,2011,jits
73,15472450.2011.570109, Geoff Rose ,2011,jits
74,15472450.2011.570109, Graham Currie ,2011,jits
75,15472450.2011.570109, Majid Sarvi ,2011,jits
76,15472450.2011.570111, Jinwoo Lee ,2011,jits
77,15472450.2011.570111, Garland Chow ,2011,jits
78,15472450.2011.570114, Jingxin Xia ,2011,jits
79,15472450.2011.570114, Mei Chen ,2011,jits
80,15472450.2011.570114, Wei Huang ,2011,jits
81,15472450.2011.594669, Faramak Zandi ,2011,jits
82,15472450.2011.594669, Madjid Tavana ,2011,jits
83,15472450.2011.594681, Yan Zhou ,2011,jits
84,15472450.2011.594681, Glenn Hamilton Evans Jr. ,2011,jits
85,15472450.2011.594681, Mashrur Chowdhury ,2011,jits
86,15472450.2011.594681, Kuang-Ching Wang ,2011,jits
87,15472450.2011.594681, Ryan Fries ,2011,jits
88,15472450.2011.594691, Ivan Wang-Hei Ho ,2011,jits
89,15472450.2011.594691, Robin J. North ,2011,jits
90,15472450.2011.594691, John W. Polak ,2011,jits
91,15472450.2011.594691, Kin K. Leung ,2011,jits
92,15472450.2011.620474, Luca Caviglione ,2011,jits
93,15472450.2011.620474, Cristiano Cervellera ,2011,jits
94,15472450.2011.620478, Diange Yang ,2011,jits
95,15472450.2011.620478, Tao Zhang ,2011,jits
96,15472450.2011.620478, Jiangtao Li ,2011,jits
97,15472450.2011.620478, Xiaomin Lian ,2011,jits
98,15472450.2011.620487, Enrique Castillo ,2011,jits
99,15472450.2011.620487, Inmaculada Gallego ,2011,jits
100,15472450.2011.620487, José María Menéndez ,2011,jits
101,15472450.2011.620487, Pilar Jiménez ,2011,jits
102,15472450.2011.620490, Wei-Hua Lin ,2011,jits
103,15472450.2011.620490, Hong K. Lo ,2011,jits
104,15472450.2011.620490, Lin Xiao ,2011,jits
105,15472450.2012.639635, Ana L. C. Bazzan ,2012,jits
106,15472450.2012.639635, M. de Brito do Amarante ,2012,jits
107,15472450.2012.639635, F. B. Da Costa ,2012,jits
108,15472450.2012.639640, Sara Moridpour ,2012,jits
109,15472450.2012.639640, Majid Sarvi ,2012,jits
110,15472450.2012.639640, Geoff Rose ,2012,jits
111,15472450.2012.639640, Ehsan Mazloumi ,2012,jits
112,15472450.2012.639641, Andreas Tapani ,2012,jits
113,15472450.2012.671706, Hamideh Etemadnia ,2012,jits
114,15472450.2012.671706, Khaled Abdelghany ,2012,jits
115,15472450.2012.671706, Salim Hariri ,2012,jits
116,15472450.2012.671708, Jing-Quan Li ,2012,jits
117,15472450.2012.671708, Kun Zhou ,2012,jits
118,15472450.2012.671708, Liping Zhang ,2012,jits
119,15472450.2012.671708, Wei-Bin Zhang ,2012,jits
120,15472450.2012.671709, Swaroop Darbha ,2012,jits
121,15472450.2012.671709, Woosuk Choi ,2012,jits
122,15472450.2012.671711, Patikhom Cheevarunothai ,2012,jits
123,15472450.2012.671711, Guohui Zhang ,2012,jits
124,15472450.2012.671711, Jianyang Zheng ,2012,jits
125,15472450.2012.671711, Yinhai Wang ,2012,jits
126,15472450.2012.671711, Shi An ,2012,jits
127,15472450.2012.671713, Jose Luis Espinosa-Aranda ,2012,jits
128,15472450.2012.671713, Ricardo García-Ródenas ,2012,jits
129,15472450.2012.688384, Eleni I. Vlahogianni ,2012,jits
130,15472450.2012.688384, Matthew G. Karlaftis ,2012,jits
131,15472450.2012.688384, Foteini P. Orfanou ,2012,jits
132,15472450.2012.688388, Jun-Seok Oh ,2012,jits
133,15472450.2012.688388, Hyunmyung Kim ,2012,jits
134,15472450.2012.688388, R. Jayakrishnan ,2012,jits
135,15472450.2012.691842, Hany M. Hassan ,2012,jits
136,15472450.2012.691842, Mohamed A. Abdel-Aty ,2012,jits
137,15472450.2012.691842, Keechoo Choi ,2012,jits
138,15472450.2012.691842, Saad A. Algadhi ,2012,jits
139,15472450.2012.691852, Nagendra R. Velaga ,2012,jits
140,15472450.2012.691852, Mohammed A. Quddus ,2012,jits
141,15472450.2012.691852, Abigail L. Bristow ,2012,jits
142,15472450.2012.694788, Weihao Yin ,2012,jits
143,15472450.2012.694788, Pamela Murray-Tuite ,2012,jits
144,15472450.2012.694788, Hesham Rakha ,2012,jits
145,15472450.2012.704340, Jeffrey S. Hickman ,2012,jits
146,15472450.2012.704340, Feng Guo ,2012,jits
147,15472450.2012.704340, Richard J. Hanowski ,2012,jits
148,15472450.2012.704340, Richard Bishop ,2012,jits
149,15472450.2012.704340, Gene Bergoffen ,2012,jits
150,15472450.2012.704340, Dan Murray ,2012,jits
151,15472450.2012.706196, Yunteng Lao ,2012,jits
152,15472450.2012.706196, Guohui Zhang ,2012,jits
153,15472450.2012.706196, Jonathan Corey ,2012,jits
154,15472450.2012.706196, Yinhai Wang ,2012,jits
155,15472450.2012.710159, Gideon Mbiydzenyuy ,2012,jits
156,15472450.2012.710159, Jan A. Persson ,2012,jits
157,15472450.2012.710159, Paul Davidsson ,2012,jits
158,15472450.2012.710156, Yichang Tsai ,2012,jits
159,15472450.2012.710156, Thibaut Dusanter ,2012,jits
160,15472450.2012.710156, Yiching Wu ,2012,jits
161,15472450.2012.710156, Chengbo Ai ,2012,jits
162,15472450.2012.710156, Quentin Caïtucoli ,2012,jits
163,15472450.2012.710158, Bin Ran ,2012,jits
164,15472450.2012.710158, Peter J. Jin ,2012,jits
165,15472450.2012.710158, David Boyce ,2012,jits
166,15472450.2012.710158, Tony Z. Qiu ,2012,jits
167,15472450.2012.710158, Yang Cheng ,2012,jits
168,15472450.2012.704336, Liya Guo ,2013,jits
169,15472450.2012.704336, Shan Huang ,2013,jits
170,15472450.2012.704336, Adel W. Sadek ,2013,jits
171,15472450.2012.716639, Luc Wismans ,2013,jits
172,15472450.2012.716639, Eric Van Berkum ,2013,jits
173,15472450.2012.716639, Michiel Bliemer ,2013,jits
174,15472450.2012.719455, F. Soriguera ,2013,jits
175,15472450.2012.719455, J. M. Torné ,2013,jits
176,15472450.2012.719455, D. Rosas ,2013,jits
177,15472450.2012.716663, Rami Puzis ,2013,jits
178,15472450.2012.716663, Yaniv Altshuler ,2013,jits
179,15472450.2012.716663, Yuval Elovici ,2013,jits
180,15472450.2012.716663, Shlomo Bekhor ,2013,jits
181,15472450.2012.716663, Yoram Shiftan ,2013,jits
182,15472450.2012.716663, Alex (Sandy) Pentland ,2013,jits
183,15472450.2013.784653, Montasir Abbas ,2013,jits
184,15472450.2013.784653, Lakshmi Rajasekhar ,2013,jits
185,15472450.2013.784653, Asmita Gharat ,2013,jits
186,15472450.2013.784653, John Paul Dunning ,2013,jits
187,15472450.2012.696452, J. David Porter ,2013,jits
188,15472450.2012.696452, David S. Kim ,2013,jits
189,15472450.2012.696452, Mario E. Magaña ,2013,jits
190,15472450.2012.696452, Panupat Poocharoen ,2013,jits
191,15472450.2012.696452, Carlos Antar Gutierrez Arriaga ,2013,jits
192,15472450.2012.696449, Chris Bachmann ,2013,jits
193,15472450.2012.696449, Matthew J. Roorda ,2013,jits
194,15472450.2012.696449, Baher Abdulhai ,2013,jits
195,15472450.2012.696449, Behzad Moshiri ,2013,jits
196,15472450.2012.748555, Wenxin Qiao ,2013,jits
197,15472450.2012.748555, Ali Haghani ,2013,jits
198,15472450.2012.748555, Masoud Hamedi ,2013,jits
199,15472450.2012.712495, Shin-Ting (Cindy) Jeng ,2013,jits
200,15472450.2012.712495, K. S. Nesamani ,2013,jits
201,15472450.2012.712495, Stephen G. Ritchie ,2013,jits
202,15472450.2012.704338, Alexander Skabardonis ,2013,jits
203,15472450.2012.704338, Nikolas Geroliminis ,2013,jits
204,15472450.2012.704338, Eleni Christofa ,2013,jits
205,15472450.2012.716670, Jinpeng Lv ,2013,jits
206,15472450.2012.716670, Yunlong Zhang ,2013,jits
207,15472450.2012.716670, Joe Zietsman ,2013,jits
208,15472450.2012.716641, Mo Zhao ,2013,jits
209,15472450.2012.716641, Anuj Sharma ,2013,jits
210,15472450.2012.716641, Dave G. Bernt ,2013,jits
211,15472450.2012.716641, Joshua A. Meyer ,2013,jits
212,15472450.2012.716641, Benjamin Dickey ,2013,jits
213,15472450.2012.716641, Scott Rosenbaugh ,2013,jits
214,15472450.2012.716641, Elizabeth Jones ,2013,jits
215,15472450.2012.716641, Laurence Rilett ,2013,jits
216,15472450.2012.716651, Steven Lavrenz ,2013,jits
217,15472450.2012.716651, Konstantina Gkritza ,2013,jits
218,15472450.2012.721330, Rodrigo C. Carlson ,2013,jits
219,15472450.2012.721330, Ioannis Papamichail ,2013,jits
220,15472450.2012.721330, Markos Papageorgiou ,2013,jits
221,15472450.2012.729380, Wanjing Ma ,2013,jits
222,15472450.2012.729380, Yue Liu ,2013,jits
223,15472450.2012.729380, Xiaoguang Yang ,2013,jits
224,15472450.2013.771105, Jianyang Zheng ,2013,jits
225,15472450.2013.771105, Xiaolei Ma ,2013,jits
226,15472450.2013.771105, Yao-Jan Wu ,2013,jits
227,15472450.2013.771105, Yinhai Wang ,2013,jits
228,15472450.2013.801717, Chiara Colombaroni ,2014,jits
229,15472450.2013.801717, Gaetano Fusco ,2014,jits
230,15472450.2013.773250, Luc Wismans ,2014,jits
231,15472450.2013.773250, Eric Van Berkum ,2014,jits
232,15472450.2013.773250, Michiel Bliemer ,2014,jits
233,15472450.2013.802156, Gennaro Nicola Bifulco ,2014,jits
234,15472450.2013.802156, Giulio Erberto Cantarella ,2014,jits
235,15472450.2013.802156, Fulvio Simonelli ,2014,jits
236,15472450.2013.773225, Yufei Yuan ,2014,jits
237,15472450.2013.773225, Hans Van Lint ,2014,jits
238,15472450.2013.773225, Femke Van Wageningen-Kessels ,2014,jits
239,15472450.2013.773225, Serge Hoogendoorn ,2014,jits
240,15472450.2013.773249, Rodric Frederix ,2014,jits
241,15472450.2013.773249, Francesco Viti ,2014,jits
242,15472450.2013.773249, Willem W. E. Himpe ,2014,jits
243,15472450.2013.773249, Chris M. J. Tampère ,2014,jits
244,15472450.2013.802152, Willem W. E. Himpe ,2014,jits
245,15472450.2013.802152, Chris M. J. Tampère ,2014,jits
246,15472450.2013.802152, Bieke Moelans ,2014,jits
247,15472450.2013.802155, Fangfang Zheng ,2014,jits
248,15472450.2013.802155, Henk Van Zuylen ,2014,jits
249,15472450.2013.801712, Giovanni Luca Giacco ,2014,jits
250,15472450.2013.801712, Andrea D’Ariano ,2014,jits
251,15472450.2013.801712, Dario Pacciarelli ,2014,jits
252,15472450.2013.801714, Francesco Corman ,2014,jits
253,15472450.2013.801714, Andrea D’Ariano ,2014,jits
254,15472450.2013.801714, Ingo A. Hansen ,2014,jits
255,15472450.2013.802160, Giovanni Andreatta ,2014,jits
256,15472450.2013.802160, Lorenzo Capanna ,2014,jits
257,15472450.2013.802160, Luigi De Giovanni ,2014,jits
258,15472450.2013.802160, Michele Monaci ,2014,jits
259,15472450.2013.802160, Luca Righi ,2014,jits
260,15472450.2013.785327,Manwo Ng,2014,jits
261,15472450.2013.785327,Kanthimathi Sathasivan,2014,jits
262,15472450.2013.801708,Benjamin Coifman,2014,jits
263,15472450.2013.801708,Srikanth Neelisetty,2014,jits
264,15472450.2013.801711,Mark Richard Wilby,2014,jits
265,15472450.2013.801711,Juan José Vinagre Díaz,2014,jits
266,15472450.2013.801711,Ana Belén Rodríguez Gonz´lez,2014,jits
267,15472450.2013.801711,Miguel Ángel Sotelo,2014,jits
268,15472450.2013.802151,Rui Guo,2014,jits
269,15472450.2013.802151,Yu Zhang,2014,jits
270,15472450.2013.806851,Bi Yu Chen,2014,jits
271,15472450.2013.806851,William H. K. Lam,2014,jits
272,15472450.2013.806851,Agachai Sumalee,2014,jits
273,15472450.2013.806851,Qingquan Li,2014,jits
274,15472450.2013.806851,Mei Lam Tam,2014,jits
275,15472450.2013.806858,JinYoung Kim,2014,jits
276,15472450.2013.806858,Fumitaka Kurauchi,2014,jits
277,15472450.2013.806858,Nobuhiro Uno,2014,jits
278,15472450.2013.806858,Takeshi Hagihara,2014,jits
279,15472450.2013.806858,Takehiko Daito,2014,jits
280,15472450.2013.806854,Gunnar Flötteröd,2014,jits
281,15472450.2013.806854,Ronghui Liu,2014,jits
282,15472450.2013.806847,Mitsuhisa Tanaka,2014,jits
283,15472450.2013.806847,Nobuhiro Uno,2014,jits
284,15472450.2013.806847,Yasuhiro Shiomi,2014,jits
285,15472450.2013.806847,Yoongho Ahn,2014,jits
286,15472450.2013.810994,Qi Wang,2014,jits
287,15472450.2013.810994,Zhiheng Li,2014,jits
288,15472450.2013.810994,Li Li,2014,jits
289,15472450.2013.824757,Runze Yu,2014,jits
290,15472450.2013.824757,Yunteng Lao,2014,jits
291,15472450.2013.824757,Xiaolei Ma,2014,jits
292,15472450.2013.824757,Yinhai Wang,2014,jits
293,15472450.2013.824762,Young-Ji Byon,2014,jits
294,15472450.2013.824762,Steve Liang,2014,jits
295,15472450.2013.824763,Xin Zhang,2014,jits
296,15472450.2013.824763,Gang-Len Chang,2014,jits
297,15472450.2013.836927,Hassan A. Karimi,2014,jits
298,15472450.2013.836927,Duangduen Asavasuthirakul,2014,jits
299,15472450.2013.836928,Gonçalo Homem De Almeida Correia,2014,jits
300,15472450.2013.836928,Diana Ramos Jorge,2014,jits
301,15472450.2013.836928,David Marques Antunes,2014,jits
302,15472450.2013.836929,Chung-Cheng Lu,2014,jits
303,15472450.2013.836929,Xuesong Zhou,2014,jits
304,15472450.2013.806846,Rodrigo Mesa-Arango,2014,jits
305,15472450.2013.806846,Satish V. Ukkusuri,2014,jits
306,15472450.2013.806753,Ye Tian,2014,jits
307,15472450.2013.806753,Yi-Chang Chiu,2014,jits
308,15472450.2013.806764,Yu-Chiun Chiou,2014,jits
309,15472450.2013.806764,Lawrence W. Lan,2014,jits
310,15472450.2013.806764,Chun-Ming Tseng,2014,jits
311,15472450.2013.806844,Asha Anand,2014,jits
312,15472450.2013.806844,Gitakrishnan Ramadurai,2014,jits
313,15472450.2013.806844,Lelitha Vanajakshi,2014,jits
314,15472450.2013.806745,Ding Liu,2014,jits
315,15472450.2013.806745,William H. K. Lam,2014,jits
316,15472450.2013.806761,Treerapot Siripirote,2014,jits
317,15472450.2013.806761,Agachai Sumalee,2014,jits
318,15472450.2013.806761,David P. Watling,2014,jits
319,15472450.2013.806761,Hu Shao,2014,jits
320,15472450.2013.806736,Wilfredo F. Yushimito,2014,jits
321,15472450.2013.806736,Xuegang (Jeff) Ban,2014,jits
322,15472450.2013.806736,José Holguín-Veras,2014,jits
323,15472450.2013.806843,Bidisha Ghosh,2014,jits
324,15472450.2013.806843,Damien P. Smith,2014,jits
325,15472450.2014.889953,Petr Kalina,2015,jits
326,15472450.2014.889953,Jiří Vokřínek,2015,jits
327,15472450.2014.889953,Vladimír Mařík,2015,jits
328,15472450.2014.889960,Avi Rosenfeld,2015,jits
329,15472450.2014.889960,Zevi Bareket,2015,jits
330,15472450.2014.889960,Claudia V. Goldman,2015,jits
331,15472450.2014.889960,David J. LeBlanc,2015,jits
332,15472450.2014.889960,Omer Tsimhoni,2015,jits
333,15472450.2013.856718,Giuseppe Vizzari,2015,jits
334,15472450.2013.856718,Lorenza Manenti,2015,jits
335,15472450.2013.856718,Kazumichi Ohtsuka,2015,jits
336,15472450.2013.856718,Kenichiro Shimura,2015,jits
337,15472450.2014.889964,Yi Luo,2015,jits
338,15472450.2014.889964,Damla Turgut,2015,jits
339,15472450.2014.889964,Ladislau Bölöni,2015,jits
340,15472450.2013.856721,Gennady Waizman,2015,jits
341,15472450.2013.856721,Shraga Shoval,2015,jits
